,,year,rnd,ovl,phase,player name,draft team,pos,bonus,signed,hilvl,mlbyears,stat years,source,school,dr reg,pos,ht,wt,ba,th,Born,place
9,,2017,9,265,June-Reg,Brett Hanewich,Los Angeles Angels,p,0.01,Yes,AA,--,2014-2022,College,Stanford,CA,p,6-3,215,B,R,1994-12-15,"Bradenton,FL"
10,,2017,9,266,June-Reg,Sean Bouchard,Colorado Rockies,1b,0.14,Yes,MLB,2022-2022,2015-2022,College,UCLA,CA,lf-1b,6-3,180,R,R,1996-05-16,"San Diego,CA"
11,,2017,9,267,June-Reg,Craig Dedelow,Chicago White Sox,of,0.01,Yes,AAA,--,2014-2022,College,Indiana,IN,rf-lf,6-4,190,L,R,1994-11-15,"Munster,IN"
12,,2017,9,268,June-Reg,Bligh Madris,Pittsburgh Pirates,of,0.13,Yes,MLB,2022-2022,2015-2023,College,Mesa State College,CO,rf-lf,6-0,208,L,R,1996-02-29,"Las Vegas,NV"
13,,2017,9,269,June-Reg,Cameron Baranek,Miami Marlins,cf,0.13,Yes,A+,--,2014-2019,College,Hope Intl,CA,cf,5-10,195,L,L,1995-02-20,"Orange,CA"
14,,2017,9,270,June-Reg,J.C. Cloney,Kansas City Royals,p,0.00,Yes,AA,--,2016-2019,College,Arizona,AZ,p,6-2,225,R,L,1994-08-03,"Castaic,CA"
15,,2017,9,271,June-Reg,Michael Papierski,Houston Astros,c,0.14,Yes,MLB,2022-2022,2015-2023,College,LSU,LA,c,6-3,224,B,R,1996-02-26,"Palos Heights,IL"
16,,2017,9,272,June-Reg,Austin Gardner,New York Yankees,p,0.01,Yes,A-,--,2014-2019,College,Texas-Arlington,TX,p,6-2,195,R,R,1994-12-02,"Dallas,TX"
17,,2017,9,273,June-Reg,Jorge Benitez,Seattle Mariners,p,0.15,Yes,AA,--,2017-2023,HS,"Leadership Christian Academy (Guaynabo,PR)",PR,p,6-2,155,L,L,1999-06-02,"San Juan,PR"
18,,2017,9,274,June-Reg,Evan Kruczynski,St. Louis Cardinals,p,0.00,Yes,AAA,--,2014-2022,College,East Carolina,NC,p,6-4,185,L,L,1995-03-31,"Franklin,WI"
19,,2017,9,275,June-Reg,Luke Burch,Detroit Tigers,cf,0.02,Yes,AA,--,2013-2019,College,Kent State,OH,of,6-2,185,L,L,1994-04-18,"Millersburg,OH"
20,,2017,9,276,June-Reg,Aaron Phillips,San Francisco Giants,p,0.08,Yes,AAA,--,2015-2022,College,St. Bonaventure,NY,p,6-4,194,R,R,1996-10-11,"Cheekotowaga,NY"
21,,2017,9,277,June-Reg,Cannon Chadwick,New York Mets,p,0.01,Yes,A,--,2014-2021,College,Arkansas,AR,p,6-0,200,R,R,1994-12-02,"Paris,TX"
22,,2017,9,278,June-Reg,TJ Nichting,Baltimore Orioles,of,0.01,Yes,AA,--,2015-2019,College,UNC Charlotte,NC,if,5-11,180,B,R,1995-01-13,"Hamilton,OH"
23,,2017,9,279,June-Reg,Zach Logue,Toronto Blue Jays,p,0.13,Yes,MLB,2022-2022,2015-2023,College,Kentucky,KY,p,6-0,185,L,L,1996-04-23,"Cincinnati,OH"
24,,2017,9,280,June-Reg,Connor Strain,Los Angeles Dodgers,p,0.00,Yes,A+,--,2013-2019,College,Evansville,IN,p,6-1,185,R,R,1994-08-04,"Shelburn,IN"
25,,2017,9,281,June-Reg,Tanner Nishioka,Boston Red Sox,2b,0.01,Yes,AA,--,2014-2021,College,Pomona-Pitzer,CA,2b-3b,5-11,180,R,R,1994-10-22,"Honolulu,HI"
26,,2017,9,282,June-Reg,James Karinchak,Cleveland Baseball Team,p,0.14,Yes,MLB,2019-2023,2015-2023,College,Bryant University,RI,p,6-3,215,R,R,1995-09-22,"Walden,NY"
27,,2017,9,283,June-Reg,Alex Troop,Washington Nationals,p,0.19,Yes,AAA,--,2015-2023,College,Michigan State,MI,p,6-5,210,L,L,1996-07-19,"Batavia,IL"
28,,2017,9,284,June-Reg,Tanner Gardner,Texas Rangers,of,0.13,Yes,A,--,2015-2019,College,Texas Tech,TX,if-of,6-0,210,B,R,1995-09-29,"Frisco,TX"
29,,2017,9,285,June-Reg,Chris Carrier,Chicago Cubs,of,0.01,Yes,A,--,2014-2018,College,Memphis,TN,of,6-2,204,R,R,1995-04-18,"Memphis,TN"
30,30 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2017,10,286,June-Reg,Calvin Faucher,Minnesota Twins,p,0.01,Yes,MLB,2022-2023,2016-2023,College,UC Irvine,CA,p,6-1,190,R,R,1995-09-22,"Chula Vista,CA"
1,,2017,10,287,June-Reg,Robby Howell,Cincinnati Reds,p,0.01,Yes,College,--,2014-2017,College,Central Florida,FL,p,6-3,223,R,R,1995-08-18,"Fort White,FL"
2,,2017,10,288,June-Reg,Dominic Taccolini,San Diego Padres,p,0.01,Yes,Rk,--,2014-2018,College,Arkansas,AR,p,6-3,230,R,R,1994-09-28,"Sugar Land,TX"
3,,2017,10,289,June-Reg,Phoenix Sanders,Tampa Bay Rays,p,0.01,Yes,MLB,2022-2022,2014-2023,College,South Florida,FL,p,5-10,205,R,R,1995-06-05,"Augsburg,GE"
4,,2017,10,290,June-Reg,Jacob Belinda,Atlanta Braves,p,0.01,Yes,A,--,2016-2018,College,Lock Haven Pennsylvania,PA,p,6-0,190,R,R,1994-09-24,"Port Matilda,PA"
5,,2017,10,292,June-Reg,Ryan Grotjohn,Arizona Diamondbacks,ss,0.01,Yes,AA,--,2014-2022,College,Cal State Bakersfield,CA,ss,6-1,170,L,R,1995-04-25,"Bakersfield,CA"
6,,2017,10,293,June-Reg,Connor Brogdon,Philadelphia Phillies,p,0.01,Yes,MLB,2020-2023,2014-2023,College,Lewis-Clark Idaho,ID,p,6-6,205,R,R,1995-01-29,"Clovis,CA"
7,,2017,10,294,June-Reg,Alec Bettinger,Milwaukee Brewers,p,0.01,Yes,MLB,2021-2021,2014-2022,College,Virginia,VA,p,6-2,180,R,R,1995-07-13,"Woodbridge,VA"
8,,2017,10,295,June-Reg,Daniel Procopio,Los Angeles Angels,p,0.01,Yes,AA,--,2014-2021,College,Niagara,NY,p,6-0,190,R,R,1995-09-18,"Toronto,ON"
9,,2017,10,296,June-Reg,Austin Bernard,Colorado Rockies,c,0.07,Yes,A+,--,2015-2022,College,Pepperdine,CA,c,5-9,188,R,R,1996-03-14,"Valley Center,CA"
10,,2017,10,297,June-Reg,J.B. Olson,Chicago White Sox,p,0.01,Yes,AAA,--,2016-2023,College,Oklahoma,OK,p,6-2,195,R,R,1995-02-12,"Shady Shores,TX"
11,,2017,10,298,June-Reg,Beau Sulser,Pittsburgh Pirates,p,0.01,Yes,MLB,2022-2022,2013-2022,College,Dartmouth,NH,p,6-1,175,R,R,1994-05-05,"Santa Ysabel,CA"
12,,2017,10,299,June-Reg,Denis Karas,Miami Marlins,3b,0.13,Yes,A,--,2015-2018,College,California,CA,3b,5-11,180,R,R,1995-11-27,"Lafayette,CA"
13,,2017,10,300,June-Reg,Jordan Floyd,Kansas City Royals,p,0.00,Yes,Rk,--,2014-2018,College,Kansas State,KS,p,6-3,230,L,L,1995-02-23,"Topeka,KS"
14,,2017,10,301,June-Reg,Kyle Serrano,Houston Astros,p,0.20,Yes,AA,--,2014-2022,College,Tennessee,TN,p,6-1,185,R,R,1995-07-06,"Knoxville,TN"
15,,2017,10,302,June-Reg,Chad Whitmer,New York Yankees,p,0.01,Yes,A+,--,2014-2019,College,Southern Illinois,IL,p,6-3,195,R,R,1995-05-11,"South Bend,IN"
16,,2017,10,303,June-Reg,Randy Bell,Seattle Mariners,p,0.01,Yes,A+,--,2014-2018,College,South Alabama,AL,p,5-10,190,R,R,1995-02-11,"Baton Rouge,LA"
17,,2017,10,304,June-Reg,Brett Seeburger,St. Louis Cardinals,p,0.00,Yes,A-,--,2014-2018,College,San Diego State,CA,p,6-2,205,L,L,1995-01-19,"Torrance,CA"
18,,2017,10,305,June-Reg,Garrett McCain,Detroit Tigers,cf,0.13,Yes,A,--,2015-2018,College,Oklahoma State,OK,p-of,6-0,185,R,L,1996-02-28,"Wylie,TX"
19,,2017,10,306,June-Reg,Rob Calabrese,San Francisco Giants,c,0.13,Yes,A,--,2015-2021,College,Illinois-Chicago,IL,c,6-1,205,R,R,1995-10-03,"Staten Island,NY"
20,,2017,10,307,June-Reg,Stephen Villines,New York Mets,p,0.01,Yes,AAA,--,2014-2022,College,Kansas,KS,p,6-1,185,R,R,1995-07-15,"Irvine,CA"
21,,2017,10,308,June-Reg,Josh Keaton,Baltimore Orioles,p,0.01,Yes,A-,--,2015-2018,College,Adams State,CO,p,6-1,200,R,R,1993-10-20,"Colorado Springs,CO"
22,,2017,10,309,June-Reg,Justin Dillon,Toronto Blue Jays,p,0.01,Yes,AAA,--,2013-2022,College,Sacramento State,CA,p,6-3,225,R,R,1993-09-05,"Placerville,CA"
23,,2017,10,310,June-Reg,Zach Reks,Los Angeles Dodgers,of,0.00,Yes,MLB,2021-2022,2013-2022,College,Kentucky,KY,lf-rf,6-2,195,L,R,1993-11-12,"Orland Park,IL"
24,,2017,10,311,June-Reg,Jordan Wren,Boston Red Sox,of,0.01,Yes,A+,--,2014-2019,College,Georgia Southern,GA,of,6-1,190,L,R,1993-09-23,"Peachtree City,GA"
25,,2017,10,312,June-Reg,Jesse Berardi,Cleveland Baseball Team,ss,0.13,Yes,A,--,2015-2021,College,St. John's,NY,ss,5-10,185,L,R,1996-01-13,"Commack,NY"
26,,2017,10,313,June-Reg,Trey Turner,Washington Nationals,p,0.10,Yes,A,--,2016-2021,College,Missouri State,MO,p,6-1,195,R,R,1996-06-15,"Fort Scott,KS"
27,,2017,10,314,June-Reg,John King,Texas Rangers,p,0.01,Yes,MLB,2020-2023,2014-2023,College,Houston,TX,p,6-2,215,L,L,1994-09-14,"Laredo,TX"
28,,2017,10,315,June-Reg,Brian Glowicki,Chicago Cubs,p,0.01,Yes,AA,--,2014-2022,College,Minnesota,MN,p,6-0,180,R,R,1994-10-19,"Downers Grove,IL"
29,29 record(s),,,,,,,,,,,,,,,,,,,,,,
